ID,sectors,regions,ESG_class,ESG_score,final_rating_env,final_normalized_score_env,final_rating_social,final_normalized_score_social,final_rating_governance,final_normalized_score_governance,MORE_score_2022,MORE_score_2021,MORE_score_2020,total_assets_2022,total_assets_2021,total_assets_2020,current_assets_2022,current_assets_2021,current_assets_2020,shareholders_funds_2022,shareholders_funds_2021,shareholders_funds_2020,current _liabilities_2022,current _liabilities_2021,current _liabilities_2020,turnover_2022,turnover_2021,turnover_2020,EBIT_2022,EBIT_2021,EBIT_2020,net_income_2022,net_income_2021,net_income_2020,EBITDA_2022,EBITDA_2021,EBITDA_2020
319,Wholesale,Valle D'Aosta,S4,0.528571429,S3,0.642857143,S7,0.071428571,S3,0.642857143,A,A,BBB,1499.696,1229.168,1245.279,637.836,562.753,589.776,1167.022,1086.005,1006.531,298.413,108.951,234.784,422.653,328.418,328.418,96.69,104.162,73.613,81.015,79.476,50.892,104.486,113.145,108.208
320,Utilities,Valle D'Aosta,S2,0.785714286,S2,0.785714286,,,S2,0.785714286,AAA,AA,AAA,4575.086,4282.643,4242.74,4471.983,4219.999,4178.188,3462.6,3325.637,3198.914,1091.446,935.966,1022.786,5102.632,4873.354,4873.354,3385.127,3140.208,3042.928,2416.963,2281.724,2155.685,3389.131,3144.167,3044.996
321,Utilities,Valle D'Aosta,S2,0.785714286,S2,0.785714286,,,S2,0.785714286,BBB,B,CCC,21240.173,8908.2,8301.953,5789.97,1187.899,1103.369,12092.175,2454.978,2527.362,2224.431,2594.022,1594.191,4281.244,602.232,602.232,1431.967,-0.681,-85.866,736.162,-72.383,-65.225,2115.564,307.647,21.29
322,Utilities,Valle D'Aosta,S2,0.785714286,S2,0.785714286,S2,0.785714286,S2,0.785714286,B,B,B,2099.086,2225.308,2264.028,505.914,429.932,410.336,1023.988,1126.795,1170.301,1071.502,1097.83,1093.727,1667.866,1534.849,1534.849,-97.326,-36.873,-10.282,-102.808,-43.505,-19.772,196.885,267.979,190.858
323,Utilities,Valle D'Aosta,S2,0.866071429,S2,0.785714286,,,S1,0.928571429,BBB,CC,CCC,7393.319,4322.776,210.888,2447.883,761.826,41.015,627.838,-84.718,13.753,666.824,496.745,23.386,1404.881,41.437,41.437,962.895,-35.54,-4.722,712.557,-98.471,-8.959,1092.168,-35.121,-3.687
324,Utilities,Valle D'Aosta,S2,0.785714286,S2,0.785714286,,,S2,0.785714286,D,C,CC,872.656,625.729,429.182,44.766,46.023,52.974,-10.774,0.513,12.303,508.43,250.216,46.879,248.184,200.198,200.198,-5.666,-6.231,-5.548,-11.288,-11.789,-11.081,n.a.,n.a.,n.a.
325,Construction,Valle D'Aosta,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,0,A,BB,n.a.,106073.51,106735.292,n.a.,26167.242,24229.674,n.a.,87493.753,87123.236,n.a.,6865.449,6899.202,n.a.,5862.21,5862.21,n.a.,435.977,-230.654,n.a.,370.519,775.592,n.a.,1929.726,1232.332
326,Construction,Valle D'Aosta,S4,0.607142857,S2,0.785714286,S6,0.214285714,S3,0.642857143,BBB,BBB,BB,1092.088,840.416,1662.222,915.006,729.545,1592.809,385.915,367.814,322.972,527.362,340.621,1186.748,1464.75,1141.749,1141.749,105.549,54.824,128.908,78.099,44.843,98.056,140.89,80.016,150.302
327,Construction,Valle D'Aosta,S3,0.721428571,S2,0.785714286,S2,0.785714286,S3,0.642857143,A,BBB,BBB,6838.411,6452.944,5239.633,6179.344,5818.756,4785.175,2703.734,2150.215,1753.055,4002.601,4188.265,3323.546,2926.874,2895.078,2895.078,715.196,245.216,146.492,553.519,176.335,102.91,871.325,326.704,238.522
328,Construction,Valle D'Aosta,S3,0.705357143,S2,0.785714286,,,S3,0.642857143,AA,CC,CC,1189.646,5025.346,2843.382,1189.646,5021.992,2840.028,992.916,-31.276,-8.976,196.73,4132.722,1238.458,2705.087,1996.026,1996.026,1424.899,35.364,51.786,1024.19,-22.299,-15.65,1428.253,n.a.,n.a.
329,Construction,Valle D'Aosta,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,BBB,BB,BB,1134.414,1023.824,759.095,763.805,711.538,492.855,299.081,211.526,156.277,470.337,445.815,330.467,2272.084,1109.426,1109.426,156.734,80.608,72.568,66.692,55.25,43.912,231.76,125.773,104.586
330,"Travel, Personal & Leisure",Valle D'Aosta,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,B,A,A,3071.219,762.379,649.863,124.163,189.244,184.364,552.491,375.771,214.288,853.906,218.773,276.254,1003.615,695.477,695.477,203.525,208.017,203.564,91.007,161.483,149.029,244.531,239.644,233.41
331,"Travel, Personal & Leisure",Valle D'Aosta,S4,0.607142857,S2,0.785714286,S6,0.214285714,S3,0.642857143,A,BBB,BB,14257.406,13702.646,6169.999,1453.106,1397.756,1137.395,10119.554,9569.778,2458.581,948.25,1759.736,1592.288,5687.466,3157.885,3157.885,747.239,386.115,423.25,549.776,308.243,329.485,1343.31,795.396,847.573
332,"Travel, Personal & Leisure",Valle D'Aosta,S4,0.542857143,S2,0.785714286,S6,0.214285714,S4,0.5,AAA,B,A,3214.261,2748.823,3537.192,2401.672,1700.437,2233.353,2626.881,2104.551,2777.492,545.705,538.15,599.19,5020.366,2419.409,2419.409,726.71,-661.608,82.211,522.331,-672.941,68.626,974.428,-230.939,531.443
333,"Travel, Personal & Leisure",Valle D'Aosta,S3,0.671428571,S2,0.785714286,S6,0.214285714,S2,0.785714286,A,A,BBB,2311.84,2051.495,1379.135,1484.734,1464.378,831.63,737.923,618.849,231.569,794.376,603.457,212.997,3950.578,2338.403,2338.403,609.792,468.207,170.947,419.074,387.279,144.117,763.434,563.184,251.151
334,"Travel, Personal & Leisure",Valle D'Aosta,S4,0.578571429,S2,0.785714286,S7,0.071428571,S3,0.642857143,BBB,CC,BB,21718.834,11222.879,11296.837,2443.107,1181.945,927.272,11478.376,1171.196,1817.741,484.986,270.663,195.697,3157.29,233.916,233.916,500.448,-572.597,121.713,307.179,-646.546,13.478,1282.554,-194.916,494.975
335,"Travel, Personal & Leisure",Valle D'Aosta,S3,0.657142857,S1,0.928571429,S6,0.214285714,S3,0.642857143,BBB,CC,CC,197.881,92.471,139.766,179.311,72.727,116.679,38.595,5.308,-16.662,94.085,43.067,76.899,842.423,166.055,166.055,34.54,-13.467,-50.088,33.287,-13.932,-51.14,37.262,-8.739,-36.482
336,Business Services,Valle D'Aosta,S4,0.478571429,S4,0.5,S7,0.071428571,S3,0.642857143,A,A,A,353.003,211.243,197.271,347.019,206.965,194.139,290.195,200.964,179.779,62.808,10.279,17.492,344.42,245.671,245.671,274.398,158.214,132.076,197.338,115.388,97.887,276.152,159.523,133.246
337,"Travel, Personal & Leisure",Valle D'Aosta,S2,0.824675325,S1,0.928571429,S3,0.642857143,,,B,B,B,239.447,239.781,226.253,228.198,228.78,211.864,27.656,27.578,27.578,156.274,160.122,147.927,336.52,267.998,267.998,2.305,1.846,2.971,0,0,0,6.058,6.423,7.374
338,Business Services,Valle D'Aosta,S1,0.928571429,S1,0.928571429,,,,,BB,BB,BB,181.893,193.074,127.054,144.264,150.385,115.286,50.023,50.006,49.976,131.87,143.068,77.078,320.154,335.843,335.843,0.013,0.03,-4.796,0.014,0.03,-4.796,8.781,9.028,0.868
339,Business Services,Valle D'Aosta,S3,0.714285714,S1,0.928571429,S4,0.5,S3,0.642857143,A,A,BB,168.55,181.013,792.02,113.185,117.845,201.067,90.625,53.152,43.067,57.298,111.282,434.358,293.456,227.286,227.286,48.835,20.977,13.777,37.473,20.086,12.462,63.619,36.603,23.795
340,"Transport, Freight & Storage",Valle D'Aosta,S2,0.771428571,S1,0.928571429,S2,0.785714286,S3,0.642857143,B,B,B,3339.982,3247.943,2991.526,2664.68,2454.918,2140.662,446.891,429.11,394.153,1346.308,1062.606,909.246,3926.209,3313.222,3313.222,86.444,68.174,64.644,17.778,34.957,23.576,224.393,230.65,225.137
341,"Transport, Freight & Storage",Valle D'Aosta,S3,0.635714286,S5,0.357142857,S2,0.785714286,S2,0.785714286,BB,BB,BB,381256.781,384813.71,386524.051,176940.331,197260.72,183704.395,339037.301,333187.075,338188.08,14367.052,9881.498,8282.879,30101.723,27408.675,27408.675,-5581.786,-6468.494,-6419.149,5850.226,-5001.005,-4905.887,11217.431,10002.646,9853.885
342,"Transport, Freight & Storage",Valle D'Aosta,S3,0.657142857,S1,0.928571429,S6,0.214285714,S3,0.642857143,BB,BB,BB,101596.655,103844.237,97393.978,8910.595,11662.103,4965.781,34048.715,31933.035,31665.141,60744.508,63292.697,60161.523,22984.586,15546.973,15546.973,2349.229,313.368,884.563,2115.679,267.895,819.84,7750.42,5501.738,6284.386
343,"Transport, Freight & Storage",Valle D'Aosta,S3,0.721428571,S1,0.928571429,S6,0.214285714,S2,0.785714286,BBB,BB,0,54319.739,49241.222,n.a.,9366.743,8440.761,n.a.,33293.998,31901.575,n.a.,13818.57,7314.296,n.a.,14671.666,8971.706,8971.706,1756.383,-143.201,n.a.,1392.423,-242.735,n.a.,4996.24,3355.764,n.a.
344,"Transport, Freight & Storage",Valle D'Aosta,S3,0.685714286,S1,0.928571429,S5,0.357142857,S3,0.642857143,AA,AA,AA,27020.66,22246.844,20099.874,24702.519,19823.374,17554.743,15768.137,13533.675,11792.595,3949.134,2046.633,2373.429,12530.234,8247.477,8247.477,3113.784,1675.751,1374.646,2234.462,1741.08,1031.615,3560.964,2098.949,1948.383
345,Wholesale,Valle D'Aosta,S4,0.592857143,S2,0.785714286,S2,0.785714286,S5,0.357142857,BB,CCC,B,20168.535,18979.307,10940.789,15854.918,14761.928,8563.004,4338.57,3372.71,3704.999,13107.507,12797.22,5212.653,43171.733,32155.35,32155.35,1369.87,-480.44,-220.196,838.434,-450.24,-231.146,1979.72,24.11,300.209
346,Wholesale,Valle D'Aosta,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,BBB,A,BBB,9048.302,10936.109,17143.69,7032.161,8889.604,15028.334,5811.771,6596.546,5725.308,2704.007,3774.503,10566.217,41131.496,51702.408,51702.408,450.994,1190.281,745.851,215.225,871.238,510.114,530.98,1269.437,858.644
347,Retail,Valle D'Aosta,S3,0.721428571,S2,0.785714286,S2,0.785714286,S3,0.642857143,BB,B,BB,8282.392,6784.483,5510.151,8137.364,6641.437,5456.118,1093.54,868.053,671.066,6137.783,4937.879,4280.807,30693.14,23877.146,23877.146,355.629,347.185,246.629,211.456,200.263,125.477,496.512,410.867,298.436
348,Wholesale,Valle D'Aosta,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BB,CCC,BBB,4829.898,4149.311,2379.854,4519.999,3846.712,2095.841,468.022,439.729,496.837,4317.13,3691.985,1865.433,22675.983,16677.764,16677.764,106.898,-104.018,178.596,28.292,-95.11,118.838,223.87,-63.595,206.92
349,Wholesale,Valle D'Aosta,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,CC,B,CC,5695.147,6995.413,7348.261,1390.028,2428.694,2691.099,1166.08,1766.581,1765.136,2170.864,3453.154,3732.08,9613.058,11499.799,11499.799,-502.773,96.999,-223.002,-600.501,1.446,-427.576,-122.624,196.203,n.a.
350,Construction,Valle D'Aosta,S2,0.767857143,S1,0.928571429,,,S3,0.642857143,B,B,0,6743.888,24.904,n.a.,6743.888,24.904,n.a.,6640.609,19.182,n.a.,103.279,5.722,n.a.,6686.6,4.501,4.501,-17.319,-10.818,n.a.,-18.573,-10.818,n.a.,n.a.,n.a.,n.a.
351,"Public Administration, Education, Health Social Services",Valle D'Aosta,S1,0.928571429,S1,0.928571429,,,,,CC,BBB,CCC,971.968,936.811,981.832,938.806,906.918,953.627,-34.107,77.393,-16.102,597.611,472.392,572.961,2113.09,2062.879,2062.879,-110.304,112.599,103.818,-111.5,93.495,91.377,-96.641,121.632,113.106
352,Property Services,Valle D'Aosta,S2,0.767857143,S1,0.928571429,,,S3,0.642857143,A,CC,CCC,1705.889,3751.528,3543.365,1700.694,3512.359,3541.691,960.831,341.638,1360.476,745.058,3409.89,2182.889,1848.991,679.281,679.281,1160.611,-18.761,-18.796,840.831,-18.839,-18.971,1161.585,-17.677,-18.244
353,"Travel, Personal & Leisure",Valle D'Aosta,S3,0.685714286,S1,0.928571429,S5,0.357142857,S3,0.642857143,B,CC,0,1097.222,982.349,n.a.,439.01,379.278,n.a.,77.603,61.098,n.a.,550.339,477.423,n.a.,1698.909,803.874,803.874,32.575,-6.227,n.a.,16.504,-13.706,n.a.,61.747,15.961,n.a.
354,,,S2,0.876623377,S1,0.928571429,S2,0.785714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Business Services,Friuli-Venezia Giulia,S4,0.590909091,S3,0.642857143,S4,0.5,,,A,A,BBB,1604.299,1263.94,1164.913,1292.369,1084.756,1039.431,826.422,620.097,353.519,538.593,405.362,550.656,2045.835,2087.101,2087.101,240.242,285.243,248.924,211.397,259.631,206.777,306.355,325.815,277.816
356,"Agriculture, Horticulture & Livestock",Friuli-Venezia Giulia,S4,0.590909091,S3,0.642857143,S4,0.5,,,BBB,BB,BB,78475.703,79785.963,82539.989,45532.369,44747.007,46744.869,26709.25,24322.286,23410.826,36117.307,35395.942,34268.151,144581.885,137906.627,137906.627,2634.355,926.845,1480.736,2004.709,1056.868,1574.399,5122.62,3345.875,4042.153
357,"Agriculture, Horticulture & Livestock",Friuli-Venezia Giulia,S4,0.538961039,S3,0.642857143,S5,0.357142857,,,B,B,B,77307.623,72742.347,72451.601,51294.294,45661.865,46751.382,13980.128,11411.505,9739.259,47263.015,36850.795,44700.079,66723.281,47900.122,47900.122,338.716,789.713,1271.446,25.464,6.21,3.975,2905.986,2788.084,3066.43
358,"Agriculture, Horticulture & Livestock",Friuli-Venezia Giulia,S3,0.642857143,S3,0.642857143,S3,0.642857143,,,BB,BB,BB,51585.315,47483.273,48319.353,35771.789,31104.441,31022.251,10042.836,8476.191,5873.921,24454.66,17211.508,15539.736,37358.209,29109.546,29109.546,1738.131,1716.652,1626.236,1431.216,1331.279,1490.659,3036.856,2945.465,2880.084
359,Metals & Metal Products,Friuli-Venezia Giulia,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,BB,BB,B,240107,227488,152930,144265,130444,53071,70649,53598,41228,114502,110628,78977,321489,285731,285731,19756,20436,2616,17775,12134,267,22984,23469,3862
360,Metals & Metal Products,Friuli-Venezia Giulia,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,B,B,BB,165028.843,120805.95,102897.057,126229.292,86741.886,78520.138,21318.708,20873.94,20196.584,107701.43,73920.116,60826.754,244025.841,170031.03,170031.03,7432.747,6094.805,5892.433,-1707.682,976.652,2331.446,14580.962,10778.219,10607.786
361,"Chemicals, Petroleum, Rubber & Plastic",Friuli-Venezia Giulia,S4,0.578571429,S2,0.785714286,S7,0.071428571,S3,0.642857143,BB,B,B,120437,116761,107571,39008,41721,38110,28358,24053,20860,52347,51062,36606,129720,98194,98194,7386,1376,2208,5672,3095,1519,12869,6003,6126
362,"Chemicals, Petroleum, Rubber & Plastic",Friuli-Venezia Giulia,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BBB,A,BBB,140284.778,108076.573,94579.446,100613.391,74512.021,56531.644,60260.716,52565.543,45102.636,43501.732,37822.63,25711.186,113368.998,97859.094,97859.094,9312.046,11961.535,8295.77,7012.611,9379.902,6189.211,13583.284,16249.984,10095.842
363,"Industrial, Electric & Electronic Machinery",Friuli-Venezia Giulia,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,BB,BB,BB,121322,117352.349,110893.645,87787.083,80578.204,71637.601,42075.08,36633.084,35448.993,53109.054,51768.482,40928.32,108680.307,88206.613,88206.613,7611.16,3449.552,3712.328,4833.583,1091.146,2064.754,13622.373,8981.167,9309.435
364,"Wood, Furniture & Paper Manufacturing",Friuli-Venezia Giulia,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,BBB,BBB,71570.518,53647.719,48640.088,50993.388,41551.976,36919.224,18951.474,13937.825,14454.423,33086.144,24061.443,17800.518,80803.566,67725.973,67725.973,5477.527,6581.492,4604.943,4577.703,4483.637,3296.551,6957.154,8332.086,5979.373
365,"Chemicals, Petroleum, Rubber & Plastic",Friuli-Venezia Giulia,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,AA,AAA,AA,25359.512,34202.11,32638.002,19940.405,29081.194,28719.441,13946.533,17390.401,14623.811,9753.255,14069.577,13240.912,51430.97,63344.459,63344.459,6208.849,14903.326,10481.497,4450.235,10666.212,7511.128,7708.729,16212.896,11430.092
366,"Industrial, Electric & Electronic Machinery",Friuli-Venezia Giulia,S4,0.507142857,S2,0.785714286,S5,0.357142857,S5,0.357142857,BB,BB,BB,64022.919,66716.786,58995.38,43627.056,45475.285,37896.685,23571.469,23366.677,23744.104,25043.493,24504.492,18199.227,58423.874,54627.99,54627.99,257.202,795.596,1684.107,204.791,372.571,1422.975,3142.832,3707.042,4035.331
367,Metals & Metal Products,Friuli-Venezia Giulia,S3,0.733766234,S2,0.785714286,S3,0.642857143,,,CCC,CCC,BB,94288.402,81620.009,71555.598,67293.623,62867.631,55162.248,31569.562,31238.053,32319.065,31559.6,22938.286,20796.96,64127.699,49151.055,49151.055,-1038.494,-2385.205,1716.043,-436.903,-1289.696,1998.78,2276.102,91.264,3969.647
368,Metals & Metal Products,Friuli-Venezia Giulia,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BBB,BBB,BB,46771.25,42747.594,37628.817,34606.658,31205.332,24855.183,17211.839,14275.953,12566.219,19255.481,17581.132,11853.471,42722.7,34564.631,34564.631,4752.394,4297.322,2089.014,3935.889,3209.734,1435.66,6739.491,6328.835,3212.825
369,Metals & Metal Products,Friuli-Venezia Giulia,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,0,BBB,0,n.a.,83327,n.a.,n.a.,40726,n.a.,n.a.,39264,n.a.,n.a.,22443,n.a.,n.a.,42529,42529,n.a.,6045,n.a.,n.a.,4588,n.a.,n.a.,8680,n.a.
370,Communications,Friuli-Venezia Giulia,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,CCC,CCC,BB,53716.422,57323.675,63645.239,43611.228,46761.265,52271.469,25562.543,26550.686,29132.613,21225.201,18680.282,18544.206,36579.68,31832.482,31832.482,-2649.667,-5258.557,740.837,-1151.065,-2625.861,3006.744,-1733.665,-4213.452,1494.807
371,"Industrial, Electric & Electronic Machinery",Friuli-Venezia Giulia,S5,0.45,S2,0.785714286,S7,0.071428571,S5,0.357142857,BB,BB,BB,34536.811,25717.349,23751.34,29715.072,20926.087,19002.601,9697.11,7823.33,6842.885,18555.462,10054.105,6714.742,31253.525,23367.55,23367.55,2964.636,1224.955,894.2,1840.895,962.462,572.031,3276.01,1524.026,1414.678
372,"Chemicals, Petroleum, Rubber & Plastic",Friuli-Venezia Giulia,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,BB,BB,10862.328,10774.411,9174.697,7085.875,7586.219,5747.548,2724.953,2293.139,2793.864,3801.211,4259.677,2351.642,12169.181,11600.718,11600.718,754.44,226.566,258.87,318.556,181.25,146.06,1249.205,725.632,609.559
373,Wholesale,Friuli-Venezia Giulia,S4,0.5625,S3,0.642857143,,,S4,0.5,B,BBB,B,574563,352739,249794,574563,352739,249794,80616,79454,20033,493947,273285,229761,6131213,4863954,4863954,755,4143,517,251,3305,108,n.a.,n.a.,n.a.
374,Retail,Friuli-Venezia Giulia,S3,0.7,S3,0.642857143,S1,0.928571429,S3,0.642857143,BBB,BB,BB,47506.644,44139.808,37506.966,31452.358,28036.329,20385.007,9065.32,6468.637,6504.887,33413.151,31537.773,23561.153,325472.661,275733.83,275733.83,3105.26,2260.764,831.21,2596.682,1963.747,654.099,5115.972,4016.543,2517.721
375,Wholesale,Friuli-Venezia Giulia,S4,0.614285714,S3,0.642857143,S4,0.5,S3,0.642857143,BBB,BBB,A,94572.409,93081.119,70048.587,69786.707,67660.255,43857.628,36300.862,35697.913,36848.746,56928.282,56349.786,30347.34,216189.076,156636.82,156636.82,3522.023,1838.576,3514.382,2192.285,1646.533,5738.618,5236.88,3616.217,5008.078
376,Wholesale,Friuli-Venezia Giulia,S4,0.521428571,S3,0.642857143,S5,0.357142857,S4,0.5,AA,AA,AA,22449.298,22620.958,18947.219,16849.874,17393.036,13553.347,16184.851,14915.431,13593.391,5429.843,6841.914,4675.117,51868.825,45504.567,45504.567,3744.085,3736.858,3731.157,2769.42,2822.04,2773.623,4437.356,4608.217,4553.907
377,Wholesale,Friuli-Venezia Giulia,S4,0.585714286,S3,0.642857143,S5,0.357142857,S3,0.642857143,A,A,A,4908.033,4382.836,3272.636,4751.55,4146.201,3128.079,1848.74,1535.715,1342.08,2812.395,2602.077,1720.693,28484.669,22242.924,22242.924,651.891,479.592,385.197,463.022,343.637,292.829,739.343,571.214,455.978
378,Utilities,Friuli-Venezia Giulia,S3,0.642857143,S2,0.785714286,S7,0.071428571,S2,0.785714286,B,BBB,BBB,463116.67,283375.572,217702.415,408539.054,232702.408,180945.264,85416.933,76366.287,49458.441,219394.192,124130.503,94426.449,361388.599,415848.226,415848.226,8636.364,26996.623,22881.54,5450.15,18563.745,16370.609,13852.059,32728.889,27679.526
379,Utilities,Friuli-Venezia Giulia,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,BBB,BBB,BBB,202774.443,162579.156,154107.197,82574.317,67497.483,65781.937,97374.132,87100.552,77729.607,73518.11,52405.541,49757.552,79601.372,61883.687,61883.687,12242.317,9248.746,9253.507,11273.58,9370.944,8790.539,18463.551,15327.414,14775.572
380,Utilities,Friuli-Venezia Giulia,S2,0.785714286,S2,0.785714286,,,,,CCC,CCC,CC,4527.122,5239.627,5008.583,4527.122,5239.627,5008.583,50,50,50,4477.122,5189.627,4958.583,12415.427,14765.022,14765.022,-2.619,-0.744,-1.517,0,0,0,n.a.,n.a.,n.a.
381,Utilities,Friuli-Venezia Giulia,S2,0.785714286,S2,0.785714286,,,,,B,B,B,35257.741,35488.53,38811.479,11017.763,9767.059,11774.042,5060.238,2128.677,3054.871,23902.756,25235.095,28009.994,4232.091,4437.515,4437.515,62.737,73.329,71.627,11.644,25.337,1.932,2051.052,2052.449,1989.122
382,Utilities,Friuli-Venezia Giulia,S3,0.705357143,S2,0.785714286,,,S3,0.642857143,BB,B,CC,7164.14,2162.204,2802.788,2561.733,845.589,1353.411,1951.337,1788.33,293.222,5212.803,341.675,2279.239,4015.11,588.027,588.027,171.197,-422.886,-204.097,163.007,-421.408,-204.77,473.505,-290.123,-76.572
383,Construction,Friuli-Venezia Giulia,S3,0.642857143,S2,0.785714286,S7,0.071428571,S2,0.785714286,0,B,B,n.a.,193100,136635,n.a.,109395,49982,n.a.,42919,38497,n.a.,148907,96584,n.a.,95996,95996,n.a.,-502,-1528,n.a.,4395,283,n.a.,12666,8250
384,Construction,Friuli-Venezia Giulia,S6,0.318181818,S6,0.214285714,S4,0.5,,,B,B,B,109353.877,96437.75,94127.244,79249.827,68767.809,76728.412,17072.128,16790.349,16822.808,63867.606,57192.306,57078.024,72613.627,71133.104,71133.104,1378.379,553.248,1261.371,35.29,-223.72,486.834,2897.942,1396.954,1980.611
385,Construction,Friuli-Venezia Giulia,S2,0.814285714,S2,0.785714286,S1,0.928571429,S2,0.785714286,BB,CCC,BB,42921,44925,52660,17538,19746,25611,17689,7262,8865,13384,13843,16519,30446,36174,36174,1228,-700,2773,1227,-1172,1313,3713,1531,5888
386,Construction,Friuli-Venezia Giulia,S4,0.621428571,S2,0.785714286,S1,0.928571429,S5,0.357142857,BB,BB,BBB,23728.468,17110.399,18818.269,15291.445,12836.749,15280.531,5949.924,5845.669,6251.088,8192.486,5054.972,8002.308,18392.639,15277.099,15277.099,510.037,518.369,2594.062,2.574,-312.588,1779.113,1686.415,1416.053,3350.598
387,Construction,Friuli-Venezia Giulia,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,B,B,5971.386,5556.124,5818.345,4193.398,4212.121,4507.334,669.357,624.809,581.382,3112.437,3090.822,2971.557,5768.759,5055.007,5055.007,342.399,260.136,237.618,44.546,43.427,46.788,476.844,392.211,351.87
388,"Travel, Personal & Leisure",Friuli-Venezia Giulia,S4,0.535714286,S2,0.785714286,S4,0.5,S5,0.357142857,BB,BB,CC,7390.056,5544.769,4371.73,4566.944,3978.498,2880.922,813.212,553.328,308.24,5336.196,4216.798,3303.782,13929.106,9616.351,9616.351,367.039,384.206,-278.317,195.275,245.087,-297.29,515.652,488.61,-196.1
389,"Travel, Personal & Leisure",Friuli-Venezia Giulia,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,B,B,CC,9977.66,9818.18,9227.298,3936.931,3786.009,3469.745,2151.526,2190.445,2193.025,5074.894,4385.629,3518.98,6938.942,5178.04,5178.04,214.365,178.199,-259.339,55.486,20.389,-447.93,n.a.,n.a.,n.a.
